PersonalLoan,Age,CCAvg,Education,Experience,Family,Income,Mortgage,CDAccount,CreditCard,Online,SecuritiesAccount
0,63,1.3,1,38,1,153,455,0,0,0,0
0,28,0.3,2,2,2,31,0,0,0,1,1
0,56,0.7,2,30,2,21,0,0,0,1,0
0,31,6.7,1,6,2,180,0,0,0,0,0
0,46,0.7,2,20,3,82,0,0,1,1,0
0,42,0.8,1,18,4,90,245,0,0,0,1
1,53,7.4,3,29,4,154,0,0,0,0,0
0,41,1.8,2,17,2,99,0,0,1,1,0
1,61,2.6,2,36,1,153,0,1,1,0,1
1,31,3.1,2,5,2,93,0,0,0,1,0
0,62,0,2,38,1,53,0,0,0,0,0
0,59,1.3,2,34,3,18,104,1,1,1,0
0,49,2.9,1,24,1,70,0,0,0,0,0
0,65,1.7,3,39,4,100,0,0,1,0,0
1,30,6.3,3,6,3,193,0,0,0,1,0
0,32,0,1,7,1,125,0,0,1,1,0
0,56,0,3,31,2,68,0,0,0,1,1
0,36,2,1,10,1,55,95,0,0,1,0
1,58,3.6,3,34,4,152,0,0,0,0,0
0,27,1.5,1,3,3,84,0,0,1,1,0
0,41,0,3,16,2,13,0,0,0,1,0
0,59,0.4,1,35,4,33,131,0,1,0,0
0,56,1,2,32,4,89,90,0,0,1,1
0,52,2.4,1,26,1,93,0,0,0,1,0
0,35,1.8,3,5,4,68,0,0,0,0,0
0,47,1.7,2,21,2,85,0,0,1,0,0
0,29,0.8,2,4,1,73,0,0,0,1,0
0,31,2.2,2,6,4,83,106,0,0,1,0
1,62,6.3,3,36,2,158,0,0,0,1,0
1,48,6,3,18,4,182,0,0,0,1,0
0,26,0.9,3,1,2,24,123,0,1,0,0
0,60,2,1,34,2,102,0,0,1,1,0
0,35,2.8,1,11,3,53,0,0,0,0,0
0,40,3.3,1,15,2,175,0,0,0,1,0
0,31,1,1,5,3,28,0,0,0,1,0
0,50,0.8,1,25,4,14,0,0,0,1,0
1,33,4,3,7,1,139,106,1,1,1,0
0,37,0.9,1,11,3,34,0,0,0,1,0
0,38,1.5,3,14,1,64,0,0,1,0,0
0,63,0.1,2,38,4,84,0,0,0,0,0
0,57,0.5,2,32,3,42,0,0,0,1,1
0,61,1.6,1,35,1,63,0,0,0,1,0
0,37,1.2,3,12,3,100,341,0,1,1,0
1,51,4.2,2,25,2,190,0,0,0,1,0
0,44,1,1,20,1,22,91,0,0,0,0
0,63,0.8,2,37,1,20,0,0,1,0,1
0,43,1.4,2,18,2,21,0,0,1,1,0
0,38,0.4,2,14,4,25,101,0,0,1,0
0,34,1.1,3,9,4,20,0,0,0,1,0
1,48,0.2,1,23,3,173,0,1,1,1,0
0,29,2.5,1,5,2,81,0,0,1,0,0
1,37,0.8,2,11,2,139,421,0,0,1,0
0,60,3.9,1,35,2,119,0,0,0,1,1
0,46,2.6,3,20,4,74,104,0,0,1,0
0,34,1.5,2,10,1,42,131,0,0,0,0
0,56,1.1,1,30,2,73,0,0,0,0,0
1,57,5.2,1,31,4,114,0,1,0,1,1
0,62,1,3,36,2,44,0,0,0,0,0
0,32,4.33,1,8,2,141,0,0,0,0,0
0,51,0,1,26,2,14,103,0,0,1,0
0,55,0.4,3,29,2,33,0,0,0,0,0
0,60,2,1,34,2,83,249,0,0,0,0
0,40,0.8,1,16,4,89,155,0,0,1,0
0,62,2.2,1,38,4,39,0,0,0,1,1
0,63,2,3,39,3,83,0,0,1,1,0
0,60,2,1,34,2,108,359,0,0,1,0
0,59,1.3,2,34,3,21,0,0,1,1,0
0,26,1.9,1,1,1,102,0,0,0,0,0
0,56,1.6,3,32,1,48,0,0,1,0,0
0,58,1.4,1,32,3,32,0,0,0,1,0
0,57,0.2,1,31,1,43,0,0,0,0,0
0,48,0.4,2,23,4,35,118,0,0,0,0
0,30,6,1,6,1,184,0,0,0,1,0
0,45,7.6,1,21,2,140,132,0,0,0,0
0,64,0.7,2,38,3,32,0,0,1,1,0
0,44,1.7,1,20,1,149,0,0,0,1,0
0,51,0.6,3,25,4,15,0,0,1,0,0
0,43,2.33,2,16,3,71,0,0,0,0,0
0,29,1.8,2,3,4,108,0,0,0,0,0
0,56,0.5,1,30,2,122,0,0,1,0,0
0,65,0.1,3,41,3,40,0,0,0,1,0
0,46,6.67,1,22,2,198,0,0,1,0,0
0,48,1.4,2,24,4,79,0,0,1,0,1
0,56,0.1,3,31,1,84,0,0,0,1,0
0,61,0.4,2,37,3,31,0,0,1,0,0
0,46,0.6,3,20,4,12,0,0,1,0,0
0,58,1.6,1,34,2,88,0,0,1,1,0
0,31,0.3,2,5,2,29,131,0,1,1,0
0,27,6.33,1,3,1,201,158,0,0,1,0
0,44,1.4,3,20,1,20,0,0,0,0,0
0,44,1,1,20,1,15,0,0,0,1,0
0,51,0.4,1,27,2,155,107,0,1,0,0
0,39,0.2,2,13,3,25,0,0,0,1,0
0,32,6.5,1,8,2,200,565,0,0,1,0
0,33,2.7,2,7,1,101,233,0,0,0,0
0,40,0.4,2,16,4,19,0,0,1,1,0
0,36,6.5,1,12,2,188,0,0,1,1,0
0,52,0.3,1,28,1,8,0,0,0,1,0
0,54,2.3,3,29,2,59,152,0,0,1,0
0,26,2.6,1,2,4,72,0,1,0,1,1
0,39,1.5,3,15,1,55,0,0,0,1,0
0,46,0.67,2,19,3,24,0,0,0,1,0
0,57,1.3,1,32,1,19,0,0,0,1,0
0,59,2.3,3,33,2,71,150,0,1,1,0
0,52,1.5,2,26,2,54,0,0,1,0,0
0,52,0.3,3,26,1,28,0,0,0,1,0
0,50,0.4,3,20,4,25,0,0,0,1,0
0,41,0.6,3,17,2,51,0,0,1,0,0
1,43,2.4,1,19,3,125,0,0,0,1,0
0,25,1.8,2,0,2,88,319,0,1,1,0
0,40,2.2,1,16,2,125,0,0,0,1,0
0,35,2.1,3,10,4,79,182,0,0,1,0
0,60,0.4,2,36,3,31,0,0,1,1,0
0,57,2.7,1,31,2,131,394,0,1,0,0
0,44,0.2,2,19,1,70,230,0,0,0,1
0,61,0.9,3,36,3,38,82,0,1,1,0
0,33,2.5,1,7,1,83,0,1,1,1,1
0,45,2.4,1,20,1,59,0,1,0,1,1
0,45,4.7,1,21,1,121,0,0,0,0,0
0,64,0.7,3,38,2,42,137,0,0,1,0
0,50,1.8,1,24,4,32,109,0,0,1,0
0,28,0.8,1,3,4,29,135,0,0,1,0
0,37,1.1,2,12,2,40,0,0,1,0,1
0,62,0.3,3,36,3,25,0,0,1,1,0
0,29,0.4,2,5,4,21,89,0,1,0,0
0,49,0.7,2,23,3,79,151,0,0,1,0
0,46,2.1,3,22,2,52,221,0,0,0,0
0,60,1.7,2,34,4,61,229,0,0,0,0
0,55,0.2,1,31,2,25,0,0,0,0,0
1,33,7.4,3,8,1,155,0,0,0,0,0
0,53,0.4,1,29,2,25,0,0,0,1,0
0,50,4.9,1,24,4,80,0,0,0,1,0
0,28,1.7,2,3,4,55,0,0,1,1,0
0,42,0,3,17,2,23,0,0,0,0,0
0,33,1.2,1,9,1,60,0,0,1,1,0
0,40,0.7,1,14,2,54,0,0,0,0,0
0,31,0.8,1,6,4,44,0,0,0,0,0
0,41,0,2,16,4,33,0,0,0,1,0
0,52,2,2,27,2,45,121,0,1,0,0
0,65,1.67,3,35,4,55,89,0,1,1,0
0,48,5,1,24,1,134,0,0,1,0,0
0,45,0.6,2,21,3,44,0,0,0,1,0
0,26,7.2,1,0,2,149,154,0,0,0,0
0,64,0.2,3,38,2,22,0,0,0,0,1
0,41,2.33,2,14,3,74,0,0,0,1,0
1,43,5.3,1,18,4,128,84,0,0,0,0
0,60,2.2,1,36,4,62,0,0,0,0,0
0,62,0.1,1,37,1,9,94,0,0,0,0
0,46,0.7,3,21,2,9,0,0,0,1,0
0,36,0.3,2,11,2,15,119,0,0,0,0
0,31,0.8,1,5,4,28,0,0,0,0,0
0,43,0.5,3,18,3,83,0,0,1,0,0
0,46,0.8,3,22,1,73,117,0,0,0,0
0,50,1.1,2,26,4,42,151,0,0,1,0
0,52,0.7,2,27,2,34,114,0,1,1,0
0,27,1,2,3,3,32,0,0,0,0,0
0,34,2.8,1,9,1,68,0,0,0,1,0
0,49,2.9,1,24,1,82,267,0,0,1,0
0,52,0.7,2,26,2,19,0,0,1,0,0
0,37,2.8,1,11,2,60,181,0,1,0,0
0,53,1.7,1,27,1,192,601,0,0,1,0
1,54,2,1,29,3,119,0,1,0,0,1
0,29,4.5,1,3,2,190,0,0,0,1,0
0,35,1.5,2,11,1,34,0,0,0,0,0
0,32,0.2,1,6,4,44,0,1,1,1,1
0,38,0.2,3,13,4,23,0,0,0,1,0
1,44,0.7,1,20,4,171,567,1,1,1,0
0,44,0.3,3,20,1,43,0,0,1,0,1
0,48,0,1,22,1,139,0,1,1,1,0
0,46,5.7,1,20,1,118,0,1,1,1,0
1,35,0.8,3,9,3,113,0,0,0,1,0
1,56,3.9,3,32,3,98,0,0,0,0,0
0,49,2.9,1,24,1,70,0,0,1,0,0
0,57,2.1,3,32,2,42,0,0,0,1,0
0,35,8.6,1,10,1,143,0,0,1,1,0
1,44,2.7,1,20,3,185,0,0,0,1,0
0,38,0.4,2,14,4,28,100,0,0,1,0
0,57,1.5,1,33,3,45,181,1,1,1,1
0,35,2.6,2,10,1,78,0,0,0,0,0
0,29,1.3,1,3,2,121,0,0,0,0,0
0,58,1.6,1,32,1,59,0,0,0,1,0
0,40,2.67,1,16,4,64,0,0,0,1,1
0,51,0,1,26,2,15,114,0,0,1,0
0,61,0.1,1,36,1,10,0,0,0,0,0
0,46,0.4,3,20,2,61,0,0,0,0,0
0,55,1.5,1,31,4,50,0,0,0,1,0
0,35,2.1,3,10,4,79,0,0,0,1,1
0,60,0.2,1,34,1,35,0,0,0,1,0
0,28,0.5,3,3,4,11,0,0,0,0,0
0,43,4.7,1,19,1,128,0,0,0,1,0
0,61,0.9,3,36,3,55,0,0,1,1,0
0,48,0.7,2,22,3,79,0,0,0,1,0
0,65,0.4,1,39,2,18,0,1,1,1,1
0,45,1.7,2,19,2,91,0,0,0,1,1
0,36,0.2,3,11,4,9,0,0,1,0,0
0,45,2.2,3,20,2,62,0,0,0,1,0
0,60,1.6,1,34,1,59,231,0,0,1,0
0,47,0.1,1,22,1,25,148,0,0,1,0
0,32,1.3,1,7,4,54,0,0,0,1,1
1,48,5.1,2,23,1,112,86,1,0,1,1
0,33,0,1,8,1,125,0,0,1,1,0
1,49,8.3,2,23,4,194,0,0,1,0,0
1,56,5.8,3,32,1,161,0,0,0,0,1
0,59,0.2,1,33,1,35,171,0,0,0,0
0,56,2.7,1,30,2,113,352,0,1,0,0
0,30,0.3,2,4,2,25,0,0,0,0,0
0,59,2,3,29,3,45,0,0,0,1,0
0,38,7.8,1,13,2,119,221,0,0,0,0
0,47,0.4,2,22,4,30,115,0,1,1,0
0,54,3.8,2,29,4,79,0,0,0,1,1
1,34,0.8,3,9,1,178,0,0,0,0,0
0,41,0.3,2,16,2,23,118,0,0,0,0
0,47,1.4,1,23,2,171,284,0,1,1,0
0,44,1.9,3,19,4,74,0,0,0,0,0
0,43,1,1,18,3,103,180,0,1,1,0
0,31,4,1,7,1,99,0,0,0,1,0
0,28,1.3,3,2,4,43,0,0,1,1,0
0,55,0.4,3,25,4,23,88,0,0,0,0
0,42,0.1,2,17,1,91,199,0,1,1,0
0,53,2.7,2,29,1,93,256,0,0,1,0
0,30,6,1,6,1,154,0,0,0,0,0
0,65,0.1,3,40,3,21,0,0,1,0,0
0,43,2.2,3,18,2,65,0,0,0,1,0
0,56,0.1,2,32,1,15,0,0,0,1,0
0,25,2.6,3,0,3,52,159,0,0,0,0
0,35,1.3,1,10,3,30,0,1,1,1,1
0,50,1.6,2,26,1,42,0,0,0,1,0
0,36,0.3,1,10,4,20,97,0,0,1,0
0,34,2.2,2,8,4,60,0,0,1,0,0
0,32,1.8,3,6,4,54,167,0,0,0,0
0,51,2.6,1,25,4,60,97,0,0,1,0
0,52,1,2,25,3,41,0,0,0,1,0
0,65,0.7,2,39,3,30,0,0,1,1,0
0,51,1,2,24,2,21,0,0,0,1,0
0,37,0.8,2,13,1,105,0,0,1,0,0
0,35,2.8,1,11,3,65,240,0,0,1,0
0,67,0.4,1,41,2,20,80,0,0,0,0
1,30,4.9,1,6,3,179,142,0,0,1,0
0,62,2.9,1,38,1,161,0,1,1,1,1
0,42,3.7,3,17,1,82,0,0,0,1,0
0,48,1.2,2,22,1,43,112,0,0,1,0
0,61,2.8,1,36,2,61,0,0,0,0,0
0,36,1.8,3,6,4,90,0,0,0,0,1
0,48,2.6,2,24,1,90,334,0,0,1,0
0,65,0.4,1,39,2,21,0,0,0,0,0
0,25,5.4,1,1,1,118,0,0,1,1,0
0,55,2,2,30,2,44,0,0,0,1,0
1,63,4.1,3,37,1,110,0,0,0,0,0
0,31,1.8,2,5,4,99,268,0,0,0,0
0,43,1.1,1,17,3,98,0,0,0,0,0
0,28,0.7,2,4,3,69,80,0,0,1,0
0,37,0.9,2,11,3,82,218,0,1,1,0
0,27,2.5,1,3,3,112,389,0,0,1,1
0,62,2.9,1,38,1,123,0,0,0,0,0
0,51,2.67,2,24,1,78,0,0,0,1,0
0,56,0.8,1,30,3,59,159,0,0,1,1
0,56,1.7,2,30,3,78,0,0,0,0,0
0,44,1.9,3,19,4,49,89,0,0,1,0
0,46,2.67,2,19,3,82,0,0,0,0,0
1,56,0.6,1,32,3,125,342,1,1,1,0
0,56,2.9,1,30,1,185,0,0,0,0,0
0,57,7.4,1,33,1,163,0,0,0,1,0
0,31,1.1,3,6,4,19,104,1,1,1,0
0,65,1.7,2,41,4,115,0,0,0,0,0
0,31,2,2,7,2,81,0,1,1,1,0
0,36,2.8,3,10,1,93,0,0,0,1,0
1,56,0.3,1,30,4,111,372,1,0,1,1
0,52,8.1,1,27,1,184,0,0,0,0,0
0,42,2.2,2,18,4,50,0,0,0,0,0
0,55,1.7,1,30,3,55,0,0,1,0,0
0,49,0.4,3,24,1,13,101,0,0,0,1
0,51,0.1,1,25,4,29,0,0,1,1,0
0,26,2.6,1,2,4,72,0,0,0,1,0
0,32,2.6,2,7,1,83,0,0,1,0,1
0,54,0.1,3,29,1,98,0,0,0,0,0
0,50,0.1,1,24,4,43,0,0,0,1,0
0,59,0.2,1,33,1,34,0,0,0,1,0
0,61,0.4,2,36,4,10,0,0,0,1,0
0,43,6.67,1,19,2,201,0,0,0,1,1
0,39,1.2,3,14,3,85,107,0,1,1,0
0,56,1.4,3,26,3,50,0,0,0,0,0
0,38,0,1,14,2,91,0,0,0,1,0
0,25,2,1,-1,2,112,241,0,0,1,0
0,42,0.4,1,17,2,98,275,0,0,1,0
0,42,0.3,1,18,1,115,0,0,0,0,0
0,50,0.5,2,26,4,22,112,0,0,1,0
0,56,1.7,2,30,3,101,0,0,1,0,0
0,43,3.8,3,18,2,83,112,0,0,0,0
0,60,0.5,2,35,3,52,0,0,0,0,0
1,42,4.8,2,16,3,191,0,1,0,1,1
1,57,0.9,1,33,4,134,198,0,0,1,0
0,48,1.6,2,24,1,54,186,0,0,1,0
0,37,2.1,1,11,3,69,0,0,0,0,1
0,57,1.6,3,32,3,64,0,0,0,1,0
0,62,1.67,3,32,4,53,142,0,0,0,0
1,39,6,3,9,2,118,246,1,1,1,0
0,38,1.4,2,13,2,19,120,0,1,0,0
0,54,0.4,3,28,2,31,0,0,0,0,0
0,45,0.8,3,21,1,63,245,0,1,1,0
0,39,1.4,3,15,1,25,0,0,0,0,0
0,45,0.2,1,19,1,22,0,0,0,1,0
0,62,1.8,3,38,1,78,0,0,0,0,0
0,43,0.3,1,19,1,81,218,0,0,1,0
0,30,2.4,2,6,1,41,0,0,0,1,0
0,35,2.3,1,10,3,62,0,0,0,0,0
0,58,1.2,3,34,1,35,0,0,0,1,0
0,44,0.6,3,19,1,30,0,0,0,1,0
0,56,1,2,29,3,51,0,0,0,1,0
0,28,2,1,2,2,140,0,0,0,1,0
0,64,2.4,1,39,3,73,185,0,0,0,0
0,63,1.2,2,39,4,40,0,0,0,1,0
0,44,0.8,3,20,1,69,0,0,1,1,0
1,34,4.8,3,9,1,191,0,1,1,1,0
0,50,3,2,24,3,82,0,0,0,1,0
1,51,3.3,3,25,1,181,589,1,0,1,1
0,30,1.9,3,4,1,38,0,0,0,1,0
0,55,0.2,1,31,2,23,0,0,0,1,0
0,57,1.8,3,33,1,55,0,0,0,1,0
0,43,3.2,1,19,2,58,0,0,0,1,0
0,61,0.5,2,36,2,29,0,0,0,1,0
0,49,2.6,1,23,4,39,0,0,0,0,0
0,52,1.9,2,28,3,39,83,1,1,1,0
0,57,1.5,1,33,3,30,151,0,0,1,1
0,53,2,3,23,4,58,0,0,1,1,0
0,52,1.8,3,28,1,62,231,0,0,1,0
0,39,2.4,1,15,4,62,86,0,0,0,0
0,58,1.2,3,34,1,19,0,0,0,0,0
0,36,1.5,2,12,1,38,0,0,0,0,0
0,45,2,3,21,4,84,0,0,1,1,0
0,30,2.6,2,5,1,78,0,0,0,1,0
0,49,0.2,1,25,4,22,83,0,0,1,0
0,44,2,3,20,4,81,277,0,0,1,0
0,43,0.5,2,17,3,32,0,0,0,1,0
0,42,0.8,1,18,4,89,184,0,0,0,0
0,29,3.3,1,4,2,121,0,0,0,1,0
0,28,1.5,1,2,1,42,0,0,1,1,0
0,50,1,1,24,1,130,0,0,0,0,0
0,44,0,2,19,4,30,0,0,0,1,0
0,52,4.9,1,26,1,114,0,0,0,0,0
0,28,6.33,1,4,1,155,0,0,0,0,0
0,62,1.1,1,38,2,50,0,0,1,0,0
0,34,1.5,2,10,1,34,111,0,1,0,0
0,45,0.5,3,20,3,94,0,0,0,1,0
0,52,2.4,2,26,2,114,0,0,0,0,0
0,43,0.5,3,18,3,89,108,0,1,0,0
0,54,1.4,3,24,1,49,0,0,0,1,0
0,64,2,1,38,1,115,0,0,1,1,0
0,27,1.5,1,3,1,148,397,0,1,1,0
0,42,1.1,2,17,4,72,203,0,1,0,0
0,28,2.1,3,2,4,114,0,0,0,1,0
0,47,0,1,22,2,11,78,0,0,0,0
0,39,0.2,3,13,4,63,242,0,0,0,0
0,29,0.2,1,3,2,113,0,0,1,1,0
0,39,1.8,1,13,2,80,0,0,0,1,0
0,41,0.5,3,15,3,54,0,0,1,1,0
0,37,1.4,3,11,2,32,0,0,0,1,1
0,41,1,1,17,1,11,0,0,0,0,0
0,45,2.4,1,19,1,141,0,0,0,1,0
0,52,3,2,26,3,84,0,0,0,1,0
0,58,0.1,2,33,3,18,110,0,0,1,0
0,31,0.3,1,5,2,20,0,0,0,0,0
0,26,1.7,2,1,4,55,175,0,0,1,0
0,31,0.4,2,7,4,31,79,0,0,0,0
0,42,0.4,1,17,2,114,0,0,0,0,0
0,56,2,2,31,3,52,0,1,1,1,1
0,52,0.3,1,28,1,18,120,0,0,1,0
0,59,1.8,3,35,1,55,0,0,0,0,1
0,32,0.2,3,8,1,29,76,0,1,1,0
0,46,0.5,1,22,3,30,0,0,0,0,0
0,52,0.8,1,28,2,38,0,0,1,0,0
0,30,3.1,1,5,2,122,0,0,0,0,0
0,32,6,1,8,1,183,0,0,0,0,0
0,35,2.4,2,11,1,41,0,0,0,0,0
0,49,1.4,3,24,1,38,0,0,0,0,0
0,54,1.8,3,30,1,61,0,0,0,1,0
1,56,4,3,32,3,103,0,0,0,0,0
0,48,2.4,2,22,2,80,0,0,0,1,0
0,28,0.1,2,2,1,22,0,0,0,1,0
1,44,3.25,2,17,2,128,0,0,1,0,0
1,30,4.2,1,4,3,142,359,0,0,0,0
0,44,4.7,1,20,1,124,0,0,1,1,0
0,30,1.9,3,4,1,44,143,0,0,0,0
1,47,6.5,2,23,2,170,0,1,1,1,0
0,64,0.1,2,39,4,75,0,1,1,1,0
0,48,2,2,21,3,78,0,0,1,1,0
0,63,1.1,3,38,1,31,125,0,0,1,0
0,25,1.9,1,0,1,99,323,0,0,0,0
0,61,1.5,1,36,2,41,0,0,0,0,0
0,46,0,2,21,4,39,0,0,0,1,0
0,57,1.4,1,31,1,51,0,0,1,1,0
0,40,0.8,3,15,3,52,113,0,0,1,0
1,49,5.67,3,19,3,169,167,1,1,0,0
0,30,0.8,1,5,1,141,0,0,0,1,0
0,41,0.8,1,17,4,93,218,0,0,0,0
0,42,1,2,15,3,14,0,0,0,0,1
0,63,2.1,1,39,2,160,0,0,1,1,0
0,43,0.2,1,17,1,44,0,1,0,1,1
0,59,0.2,1,34,3,33,0,0,0,0,1
1,46,4.8,3,20,4,103,0,0,0,1,0
0,33,1.8,3,3,4,71,236,0,0,0,0
0,55,0.2,1,29,1,55,151,0,0,1,0
1,36,0.2,1,12,4,113,0,0,0,0,0
0,47,2,2,20,3,79,185,0,0,0,1
0,59,0.7,2,33,2,80,0,0,0,1,0
0,38,0,1,12,2,179,380,0,0,0,0
0,42,0,3,17,2,9,0,0,0,0,0
0,30,2,2,3,4,61,0,0,0,1,0
0,63,3.9,1,38,2,111,207,1,1,1,1
0,60,0.5,1,35,3,80,0,0,0,1,0
0,62,0.2,1,37,3,32,0,0,1,0,1
0,49,0.3,1,23,1,83,0,0,1,1,0
0,59,1.9,2,33,4,91,329,0,0,0,0
0,36,1,1,10,4,29,0,0,1,1,0
0,46,0.67,2,19,3,19,0,0,0,1,0
0,35,1,2,8,2,52,0,0,1,0,0
0,50,7.3,1,24,1,150,0,0,1,1,0
0,51,0.4,3,25,2,32,0,0,0,1,0
0,41,0.5,3,16,3,91,0,0,0,0,0
1,45,8.5,2,20,3,180,535,0,0,0,0
0,41,0.3,1,17,1,121,0,0,0,1,0
0,57,0.2,3,32,2,25,0,0,1,1,0
0,51,0.3,1,25,1,102,0,0,0,1,0
0,52,0.9,2,28,4,44,107,0,0,1,0
1,43,8,2,16,3,161,0,1,1,1,0
1,63,4,2,38,3,134,0,0,1,0,0
0,28,1.8,2,4,1,43,0,0,1,1,0
0,43,1.1,2,18,4,94,0,0,0,1,0
0,41,0.8,3,15,2,29,98,0,0,0,0
0,34,0.2,1,8,4,38,0,0,0,0,0
0,28,0.8,1,3,1,120,170,0,0,0,0
0,58,2,1,32,2,85,161,1,1,1,1
0,39,1.9,1,15,2,89,0,0,0,0,0
0,49,1.4,3,23,1,25,0,0,0,1,0
0,33,1.3,1,8,3,20,83,0,1,0,0
0,37,3.9,1,12,2,125,0,0,1,1,0
0,33,0.6,3,7,1,18,0,0,0,0,0
0,28,6.7,1,3,2,173,222,0,0,1,0
0,54,0.1,3,29,4,34,0,0,1,1,0
1,63,4.9,2,38,4,159,111,0,0,0,0
0,57,2.5,1,31,3,55,219,1,1,1,0
0,56,0.4,3,30,2,32,0,0,0,1,0
0,54,1.8,3,29,4,65,0,0,1,0,0
0,29,1.5,1,5,3,83,0,0,1,1,0
0,41,1.4,2,16,2,30,0,0,1,0,0
0,58,2.9,1,32,1,180,0,0,1,0,0
0,61,0.3,3,37,2,13,0,0,0,1,0
0,30,0.8,1,4,4,35,0,0,1,1,0
0,62,0.5,1,37,3,95,0,0,0,0,0
0,52,0,1,28,1,83,0,0,0,1,0
0,29,0.2,1,3,4,39,137,0,1,1,0
0,46,0.7,3,20,1,54,154,0,1,1,0
0,52,1.3,3,27,1,81,293,0,1,0,0
0,40,2,3,16,4,53,0,0,0,0,0
0,49,7.3,1,23,1,119,398,0,0,0,0
1,34,8,3,9,4,160,0,0,1,0,0
0,35,1,2,11,2,21,0,0,0,0,0
0,26,1,3,2,1,40,0,0,0,1,0
0,65,0.1,2,40,4,69,0,0,0,1,0
0,52,1.3,2,27,1,45,0,0,0,0,0
0,32,2,2,7,4,55,0,0,0,1,0
0,31,0.2,3,7,1,38,0,0,0,1,0
0,36,1,2,9,4,44,101,0,0,1,1
0,50,0.6,2,24,3,45,117,0,0,1,0
0,36,0.8,2,12,1,84,0,0,1,1,0
1,51,6.9,2,27,2,188,343,0,0,1,0
0,39,2,3,9,3,29,151,0,0,0,1
0,53,2.7,2,29,1,95,0,0,0,1,0
0,50,2.9,1,25,1,79,307,0,1,0,0
0,31,2,2,4,1,41,0,0,0,1,1
0,53,0.4,3,23,4,19,84,0,0,1,0
0,48,3.6,3,23,4,75,0,0,1,1,0
0,57,2.5,1,31,3,64,208,0,1,0,0
1,47,3.2,3,21,4,174,0,0,0,0,0
0,55,2.3,3,29,2,54,93,0,0,0,0
0,37,0.1,2,11,3,14,113,0,0,1,0
0,59,3.8,1,35,1,94,272,0,0,0,0
0,53,0.4,1,29,2,10,0,0,0,0,0
0,31,0.8,1,6,1,145,84,0,0,1,0
1,35,10,3,5,1,203,0,0,0,0,0
0,25,1.6,3,-1,2,81,0,0,1,1,0
0,37,6.5,1,13,2,153,0,0,1,1,0
0,40,0.2,3,14,4,58,0,0,0,1,0
0,31,1.8,3,5,4,49,0,0,1,1,0
0,62,2.9,1,38,1,132,0,0,0,0,0
0,41,0.2,3,17,4,85,229,0,0,0,0
0,56,2.67,1,32,3,85,0,0,0,1,1
1,47,6.5,3,23,1,178,0,0,0,0,0
0,28,2.5,1,4,3,104,0,0,0,0,0
0,60,1.6,1,34,1,40,0,0,0,1,0
0,27,1.9,1,2,1,103,120,0,0,1,0
0,57,1,1,33,2,25,0,0,0,1,0
0,62,1.7,3,36,2,69,0,0,0,1,0
0,57,1.4,1,31,3,30,0,0,0,0,0
0,44,2.67,2,17,3,70,0,0,0,0,0
0,31,0.9,3,7,3,15,0,0,0,1,0
0,31,1.3,1,5,2,125,0,0,1,1,0
0,39,0.5,3,13,3,50,0,0,0,0,0
0,41,0.3,3,17,1,44,0,0,0,1,0
0,41,2.2,2,17,4,38,180,0,1,0,0
0,55,0.8,1,29,3,64,119,0,1,0,0
0,28,0.1,2,2,1,9,0,0,0,1,0
0,35,0.9,1,9,3,44,89,0,0,0,0
0,44,0.8,1,20,4,93,101,0,0,1,0
0,44,0.4,1,19,4,83,141,0,0,0,0
0,40,0,1,14,2,179,0,0,0,0,0
0,65,1.1,3,40,1,40,0,0,0,0,0
0,35,0.7,3,10,4,58,232,0,0,0,0
0,55,2.67,1,31,3,74,0,0,1,0,0
0,55,0.2,1,31,1,15,0,0,0,0,0
0,59,1,1,35,2,11,0,0,1,0,0
0,39,2,2,15,1,41,176,0,0,1,0
0,50,1.5,2,24,1,68,120,0,1,1,0
0,45,0.75,3,15,1,28,0,0,0,0,1
1,50,1.2,3,26,1,115,0,0,1,0,0
0,65,0.1,2,40,4,83,247,0,0,1,0
0,36,1.1,2,11,2,40,166,0,0,0,1
0,57,0.1,3,32,1,113,0,0,0,1,0
0,53,0.8,3,27,1,89,0,0,0,1,1
0,28,1.6,1,4,4,38,0,0,0,0,0
0,55,1.5,1,31,4,62,0,0,0,1,0
0,56,1.7,1,31,3,65,109,0,0,0,0
1,33,5.67,2,6,3,168,0,1,0,1,1
0,57,1.7,1,32,3,40,0,0,1,1,0
0,27,1,3,3,1,30,80,0,0,0,0
0,27,1,1,3,4,20,0,0,0,0,0
0,54,3.2,3,30,2,58,0,0,0,0,0
0,48,7.3,1,22,1,150,193,0,0,0,0
0,62,0.8,1,38,1,54,0,0,1,0,1
0,41,0.3,2,16,2,19,105,0,0,0,0
0,62,0.1,3,38,3,30,128,0,0,1,0
0,40,5.2,1,14,1,123,0,0,0,1,0
0,32,2.4,2,8,1,45,0,0,0,0,0
0,62,2.9,1,38,1,154,0,0,0,1,0
0,35,2.7,1,11,2,93,0,0,1,1,0
0,25,0.2,1,0,4,71,78,0,0,0,1
1,50,3.1,1,25,4,83,0,0,1,0,0
1,61,4.8,3,35,1,99,255,0,1,0,0
0,43,2.2,2,17,3,55,0,0,0,0,0
0,52,0.9,2,28,4,38,95,0,1,1,0
0,39,0.9,2,13,3,74,155,0,0,1,0
0,33,1.8,3,3,4,69,0,0,0,1,0
0,27,2.5,1,3,2,104,184,0,0,1,1
